date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:02:55	22849/22849	---M--	200	added ('OK')	image/jpeg	etag:%225ba6706f-6f40%22	https://colorlib.com/preview/theme/dentacare/images/gallery-2.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/gallery-2.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:55	82740/82740	---M--	200	added ('OK')	image/jpeg	etag:%225ba6706f-17a3c%22	https://colorlib.com/preview/theme/dentacare/images/gallery-1.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/gallery-1.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:55	97950/97950	---M--	200	added ('OK')	image/jpeg	etag:%225ba67071-1baf8%22	https://colorlib.com/preview/theme/dentacare/images/gallery-3.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/gallery-3.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:55	49660/49660	---M--	200	added ('OK')	image/jpeg	etag:%225ba67073-e43f%22	https://colorlib.com/preview/theme/dentacare/images/gallery-4.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/gallery-4.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:56	20458/20458	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2016:39:22%20GMT	https://colorlib.com/preview/theme/dentacare/blog-single.html	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/blog-single.html	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:56	69749/69749	---M--	200	added ('OK')	image/jpeg	etag:%225ba67078-1334c%22	https://colorlib.com/preview/theme/dentacare/images/image_2.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_2.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:56	55970/55970	---M--	200	added ('OK')	image/jpeg	etag:%225ba67075-fc8c%22	https://colorlib.com/preview/theme/dentacare/images/image_1.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_1.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:56	49660/49660	---M--	200	added ('OK')	image/jpeg	etag:%225ba67077-e43f%22	https://colorlib.com/preview/theme/dentacare/images/image_3.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_3.jpg	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:56	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db05d75-4d7%22	https://colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/fpoly/theme/theme2/colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:57	11421/11421	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67091-2c9d%22	https://colorlib.com/preview/theme/dentacare/js/jquery-migrate-3.0.1.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery-migrate-3.0.1.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:57	268038/268038	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67097-41706%22	https://colorlib.com/preview/theme/dentacare/js/jquery.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:57	19032/19032	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba6709b-4a58%22	https://colorlib.com/preview/theme/dentacare/js/popper.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/popper.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:57	50676/50676	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba6708f-c5f4%22	https://colorlib.com/preview/theme/dentacare/js/bootstrap.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/bootstrap.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:57	3601/3601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67092-1faf%22	https://colorlib.com/preview/theme/dentacare/js/jquery.easing.1.3.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery.easing.1.3.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:58	8835/8835	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67099-2283%22	https://colorlib.com/preview/theme/dentacare/js/jquery.waypoints.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery.waypoints.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:58	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67098-3135%22	https://colorlib.com/preview/theme/dentacare/js/jquery.stellar.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery.stellar.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:58	43237/43237	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba6709b-a8e5%22	https://colorlib.com/preview/theme/dentacare/js/owl.carousel.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/owl.carousel.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
15:02:58	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba67094-4ef8%22	https://colorlib.com/preview/theme/dentacare/js/jquery.magnific-popup.min.js	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/js/jquery.magnific-popup.min.js	(from https://colorlib.com/preview/theme/dentacare/index.html)
